,ID,MONTH,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,TARGET,T1,T2,T3,T4
3673,5558,3.5,54.60778,0.0,0.0,0.0,0.0,0.0,0.0,17.56475,0.0,0.0,0.0,0.46343500000000004,0.0,0.0,0.0,0.9775625000000001,0.0,0.0,0.0,1.0,0.0,51.401,30.5,14.0,14.0,0.0,30.5,2.0,0.0,0.0,0.0,0.0,0.5,264.4761686,2161.5825275,1.5086819,102.0703241,449.0,2.0,78.5,79.5,38463.0,1,7,4,69,926
3674,5560,3.5,28.7058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.779155,0.0,0.0,1.0,0.0,23.86525,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.87798335,0.0,0.8296049999999999,60.0,0.0,98.5,0.5,249639.0,1,20,6,114,671
3675,5562,3.5,195.6598372,0.0,0.0,0.0,0.0,0.0,1.3096485500000001,0.0,0.0,76.46603250000001,0.0,1.5072325500000001,0.0,0.0,0.0,81.72403305,36.078792,0.0,0.0,1.0,0.0,211.0580975,30.5,30.5,30.0,3.0,30.5,25.0,0.0,0.0,0.0,0.0,6.5,1176.1438675,1056.488441,86.69684409999999,44.7970926,514.0,83.5,261.5,50.0,2887974.0,3,7,4,123,983
3676,5564,3.5,0.8476218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8449919,0.0,0.0,1.0,0.0,0.0,3.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59152675,0.0,0.6946297499999999,6.5,0.0,77.5,0.5,1590.0,0,14,1,63,261
3677,5565,3.5,28.10853895,0.0,0.0,0.0,0.0,0.0,0.4772,6.9513,0.0,0.0,0.0,0.48076,0.0,0.0,0.0,0.58720375,1.79285265,0.0,0.0,1.0,0.0,45.4255,29.0,0.0,0.0,2.5,29.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,647.5014422500001,4.67552725,0.3524001,119.5,2.5,52.5,0.5,1035.0,1,24,6,114,106
3678,5570,3.5,61.7380292,0.0,0.0,0.0,0.0,0.0,0.0,0.478696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.1512,27.0,0.0,0.0,0.0,27.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,424.9182684,8.1990655,7.6375482,116.0,11.5,76.5,13.0,2887.0,2,17,1,63,1153
3679,5571,3.5,21.42698195,0.0,0.0,0.0,3.181761,0.0,0.0,0.0,0.0,0.0,0.0,3.9046359999999996,0.0,0.0,0.0,0.0,15.08968,0.0,0.0,1.0,0.0,18.8376,26.5,0.0,0.0,2.0,26.5,0.0,0.0,0.2895012,0.0,0.0,2.0,0.0,171.49008584999999,0.0,0.0,92.5,0.0,93.5,0.0,8489.0,1,16,1,63,149
3680,5572,3.5,14.531901399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4864563,8.0989947,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,8.0,2.4679428,0.0,0.0,0.0,0.0,0.0,49.146759,10.383480599999999,0.9003764000000001,6.5,9.0,2.0,2.0,2887974.0,2,7,6,63,1353
3681,5574,3.5,92.4370303,0.0,0.0,0.0,0.0,0.0,2.3514113,0.0,0.0,38.805479999999996,0.0,2.8819239,0.0,0.0,0.0,5.912838000000001,2.2536725,0.0,0.0,1.0,0.0,100.417795,30.0,11.5,0.0,2.5,30.0,3.0,0.0,0.0,0.0,0.0,2.5,90.65335603,230.9586056,4.86318445,0.8845788,197.0,4.0,110.0,1.0,1324.0,0,5,4,38,1145
3682,5577,3.5,0.19901905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29303300000000004,0.0,0.2915605,1.0,0.0,24.5,0.5,13777.0,2,11,1,134,300
3683,5579,3.5,33.626343899999995,0.0,0.0,0.0,0.0,0.0,0.0,0.9471815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.9970675,30.5,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.534023,0.0,7.2817224000000005,460.5,0.0,320.0,2.0,1492.0,1,20,1,114,660
3684,5581,3.5,51.971621400000004,0.0,0.0,7.2958263,0.0,0.0,0.0,0.0,0.0,2.2550475,0.0,0.0,0.0,0.0,0.0,1.868895,44.720145,0.0,7.074636099999999,1.0,0.0,75.09774999999999,29.0,2.5,1.5,0.0,29.0,0.5,0.0,0.0,0.0,0.0,0.0,0.047272561,373.4250947,0.01350855,0.0,97.0,0.5,59.0,0.0,1879.0,2,5,6,63,994
3685,5582,3.5,0.5166149999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,30.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,164.3571336,0.0,3.66742675,209.5,0.0,175.5,0.0,2540.0,2,20,1,25,348
3686,5584,3.5,72.582527,0.0,0.0,0.0,1.006731,0.0,0.0,0.0,0.0,0.0,0.0,2.22684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.43325,29.5,20.5,19.0,1.5,29.5,1.0,0.0,0.0,0.0,0.0,1.0,941.34689035,225.0674272,0.5076032,0.1242972,187.0,1.5,205.5,0.5,217773.0,2,14,4,123,983
3687,5585,3.5,36.060959999999994,0.0,0.0,0.0,0.0,0.91094,0.0,0.0,0.0,0.0,0.0,0.9249700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.89115,30.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,396.25580145000004,1.76406165,8.8684146,137.0,3.0,110.5,11.0,989769.0,2,4,4,60,906
3688,5586,3.5,41.42603729999999,0.0,0.0,0.0,0.0,0.0,0.0,0.33100799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.153395,30.0,0.5,0.5,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,359.8225176,0.6213647,4.431376800000001,251.0,3.5,336.0,3.0,647727.0,3,4,1,110,589
3689,5589,3.5,45.0743805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.54174999999999,22.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5896062,0.0,16.08111005,101.0,0.0,162.0,14.0,2887974.0,3,7,4,133,210
3690,5590,3.5,30.8267205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6880875,0.0,0.0,0.0,0.0,0.0,30.89994,30.0,0.0,0.0,0.0,30.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,520.4271882,10.962936599999999,18.332496,169.0,13.5,68.0,16.0,494763.0,0,24,6,114,208
3691,5591,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12506.0,3,8,4,77,596
3692,5592,3.5,54.22945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0166,8.5,29.5,22.0,0.0,8.5,1.0,0.0,0.0,0.0,0.0,0.0,3716.395928,111.2674995,1.9803272,0.0,10.5,1.5,8.0,0.0,204100.0,3,22,4,141,1015
3693,5595,3.5,31.252567499999998,0.0,0.0,0.0,0.0,0.0,0.45914499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3832962500000001,0.0,0.0,0.0,1.0,0.0,25.038520000000002,28.5,0.0,0.0,0.5,29.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,209.4489722,1.64584705,10.3927397,128.0,3.5,275.0,16.5,1452887.0,2,15,6,114,344
3694,5596,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165444,0.0,0.7755714999999999,0.5,0.0,30.0,1.0,34020.0,1,19,4,59,307
3695,5597,3.5,68.94619680000001,0.0,0.0,0.0,0.0,0.5681388,5.3076459499999995,8.48894445,0.0,0.0,0.0,4.030101999999999,0.0,0.0,0.0,0.6443384499999999,45.239265,0.0,0.5376691,1.0,0.0,63.2583,30.0,0.0,0.0,5.5,30.0,0.5,0.0,0.0,0.0,0.0,10.5,0.0,481.0136302,0.0,11.898538349999999,184.5,1.0,182.0,11.0,60844.0,1,7,6,114,835
3696,5598,3.5,43.040405,0.0,0.0,0.0,0.0,0.0,0.92561,0.0,0.0,2.3755034999999998,0.0,1.04425,0.0,0.0,0.0,2.832225,0.0,0.0,0.0,1.0,0.0,41.8178,30.0,28.5,27.0,1.0,30.0,2.0,0.0,0.0,0.0,0.0,1.5,584.1667051,1078.0104195,5.43424275,7.236385,326.0,4.0,194.5,6.0,2887974.0,0,7,4,69,444
3697,5601,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26765,0.0,0.0,9.0,1.0,2887974.0,3,7,4,69,523
3698,5603,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0.0,67631.0,3,2,4,63,1067
3699,5604,3.5,177.06984655,0.0,1.0502003,1.5372915,0.0,0.5363494,8.292443400000002,0.0,0.0,37.4044275,0.0,9.6080324,0.0,0.0,0.0,30.5302011,38.15424,0.0,2.7584592000000003,1.0,0.0,126.18978000000001,28.0,31.0,18.5,13.0,27.5,8.5,0.0,0.0,0.0,0.0,19.5,110.10975280000002,320.902164,15.87781175,8.61160475,98.0,15.0,108.0,9.5,3863.0,2,7,4,114,828
3700,5605,3.5,35.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.156625,20.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0434714,1.6026516,0.5822668,85.0,1.0,40.0,1.5,2887974.0,3,7,6,63,893
3701,5607,3.5,39.499095,0.0,0.0,0.0,3.4179138,0.0,0.0,0.0,0.0,0.0,0.0,2.9031184,0.0,0.0,0.0,0.0,0.404792,0.0,0.0,1.0,0.0,27.447000000000003,26.5,0.0,0.0,2.0,26.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,234.76450559999998,0.8385286,3.9936112999999995,155.5,0.0,23.0,4.5,373186.0,1,13,6,63,994
3702,5608,3.5,93.13283454999998,0.0,0.0,3.2353956,0.0,0.0,5.2414455,0.3484064,0.0,2.8997400000000004,0.0,7.3918840999999995,0.0,0.0,0.0,2.16907335,1.6374620000000002,0.0,3.3015449000000006,1.0,0.0,78.1652948,31.0,10.0,1.0,16.0,30.5,2.0,0.0,0.0,10.9783,0.0,526.0,0.1660320835,643.9411901000001,1.8772262,15.185184,230.0,2.5,242.0,5.5,608.0,1,17,4,60,279
3703,5609,3.5,14.641554000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27886,0.0,0.0,1.0,0.0,0.0,8.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97645695,0.0,0.5020973999999999,29.5,0.0,59.5,1.5,5312.0,2,5,4,114,275
3704,5611,3.5,16.19011535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9573725000000001,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4311797,0.6352796,0.0,19.0,1.0,49.0,0.0,72471.0,1,18,4,114,435
3705,5613,3.5,23.638832999999998,0.0,0.0,0.0,0.0,0.0,0.30002375000000003,1.3078143999999998,0.0,0.0,0.0,0.3406325,0.0,0.0,0.0,0.636142,0.0,0.0,0.0,1.0,0.0,20.407807499999997,30.0,0.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,312.629886,2.7550049999999997,6.50168,159.0,3.0,118.0,6.5,13446.0,1,18,6,114,719
3706,5614,3.5,18.1556918,0.0,0.0,0.0,0.0,0.7711394,0.5391530999999999,0.0,0.0,0.0,0.0,0.7728831,0.0,0.0,0.0,1.0032132,15.80022675,0.0,0.0,1.0,0.0,14.1918497,30.0,0.0,0.0,1.5,29.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,425.641979,0.5048235999999999,6.698662049999999,160.5,1.0,132.0,5.5,15030.0,1,1,6,114,1370
3707,5615,3.5,66.786852,0.0,0.0,0.0,0.0,0.0,0.477425,7.395584599999999,0.0,2.574525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.44378,30.5,15.0,0.0,3.5,30.5,2.0,0.0,0.0,0.0,0.0,0.5,436.9207615,814.9584711000001,1.6423058,15.9382315,342.0,2.0,332.0,13.0,2391.0,1,5,4,114,552
3708,5616,3.5,24.023320000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9933400000000001,0.0,0.0,1.0,0.0,45.3865,6.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,18.4566,0.0,0.0,0.0,1.9961636,0.06865425,0.0,4.0,0.5,7.0,0.0,670.0,1,22,1,63,833
3709,5617,3.5,21.1866375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93975,0.0,0.0,0.0,1.0,0.0,21.935699999999997,28.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,295.6858146,0.33993450000000003,0.0,106.0,1.0,133.0,0.0,647727.0,3,4,6,114,1214
3710,5619,3.5,55.2405582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83757825,13.591791199999998,0.0,0.0,1.0,0.0,56.60435,30.5,1.5,0.0,0.0,30.5,2.0,0.0,0.0,0.0,0.0,0.0,0.568423657,306.4552463,2.33699005,5.63285385,290.0,2.0,235.0,4.0,10300.0,2,10,6,114,1065
3711,5620,3.5,12.0977425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561558,1.38084,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,379.5990259,4.8761998,20.9325024,223.5,14.5,286.0,25.0,13777.0,2,11,4,60,908
3712,5621,3.5,35.7698336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.564565,29.0,0.0,0.0,0.0,29.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,392.3626939,0.9154928,1.19062165,147.5,6.5,75.0,3.0,1344.0,1,12,1,63,149
3713,5622,3.5,1.1175788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0678496000000002,0.0,0.0,1.0,0.0,2.576125,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.718643450000002,0.0,0.0,34.0,0.0,80.5,0.0,17044.0,1,23,6,114,1385
3714,5623,3.5,92.613015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.76090500000001,0.0,0.0,0.0,0.0,1.269128,0.0,22.949804999999998,0.0,0.0,1.0,0.0,95.979,15.5,30.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.106317,380.647359,0.0,0.11058519999999998,83.5,0.0,124.0,0.5,1475.0,1,14,0,11,105
3715,5625,3.5,62.73251189999999,0.0,0.0,0.0,0.0,0.0,0.0,0.77028875,0.0,0.0,0.0,0.0,0.0,0.0,9.6672105,12.547338,0.0,0.0,0.0,1.0,0.0,50.17925,30.5,8.0,0.0,0.0,31.0,11.5,0.0,0.0,0.0,0.0,0.0,17.631866355,1483.699807,11.787390400000001,55.25928114999999,343.0,11.0,144.0,12.5,538.0,2,5,6,63,1007
3716,5626,3.5,4.965764500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52113075,3.4241034,0.0,0.0,1.0,0.0,4.58205,6.0,0.0,0.0,0.0,5.5,1.0,1.0095969,0.0,0.0,0.0,0.0,0.0,6.7222928,0.1979892,0.0,7.0,0.5,42.0,0.0,373186.0,2,13,4,114,533
3717,5627,3.5,23.31170325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47631,0.0,0.0,1.0,0.0,22.746,23.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.34532479999999,0.0,0.0,57.0,0.0,248.5,0.0,6773.0,0,14,1,63,149
3718,5629,3.5,19.4002226,0.0,0.0,0.0,0.0,0.0,0.0,2.09245545,0.0,7.76025,0.0,0.0,0.0,0.0,0.0,0.0,2.10083,0.0,0.0,1.0,0.0,21.6318,7.0,3.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.309152915,11.2066547,0.0,0.0,15.5,0.0,13.5,0.0,6081.0,0,1,4,1,1221
3719,5630,3.5,23.832707499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363846,0.0,0.0,0.0,1.0,0.0,22.693,30.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,732.83198905,0.751695,3.8054964,130.0,2.0,30.5,2.5,490.0,2,1,1,135,479
3720,5633,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.5,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,46.11305,0.0,0.0,60.03569985,1.5082006,13.0447008,41.5,1.5,29.5,7.0,67863.0,2,17,6,114,873
3721,5634,3.5,24.849921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67284425,0.0,0.0,0.0,1.0,0.0,20.1519,3.0,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.13569495,2.1743843,1.1387355,4.0,3.0,3.0,1.0,57735.0,2,16,1,39,1211
3722,5635,3.5,43.9415325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1643825,0.0,0.0,1.0,0.0,49.8045,27.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,219.8274465,3.6599931,0.0,107.5,3.0,129.5,0.0,5815.0,3,5,6,114,106
3723,5636,3.5,63.294938,0.0,0.0,0.0,0.0,0.0,0.47726,0.0,0.0,0.0,0.0,0.46498,0.0,0.0,0.0,2.2947225,0.0,0.0,0.0,0.0,0.0,36.743,30.5,0.0,0.0,1.5,29.5,25.0,0.0,0.0,0.0,0.0,2.5,0.0,316.54162099999996,122.82076599999999,80.805466,111.0,60.5,53.5,32.0,7193.0,2,17,1,63,758
3724,5637,3.5,86.067357,0.0,0.0,0.0,0.0,0.0,0.98226035,0.0,0.0,16.9665,0.0,0.9657923,0.0,0.0,0.0,1.57549335,2.0281000000000002,0.0,0.0,1.0,0.0,85.7365694,28.5,5.5,3.5,1.0,28.5,1.5,0.0,36.016335,0.0,0.0,2.0,74.24183447499999,369.4264683,4.3462834,24.7747644,154.0,2.0,97.0,5.0,25920.0,2,13,4,114,907
3725,5639,3.5,43.5798485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.224925,0.0,0.0,0.0,0.0,0.0,1.4069355,0.0,0.0,0.0,1.0,0.0,42.6525455,28.0,1.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000415547,179.62714475,0.776432,6.791529850000001,133.5,1.0,192.5,9.0,10818.0,3,17,6,63,893
3726,5640,3.5,21.3054,0.0,0.0,0.0,0.0,1.06166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.2147,24.5,0.0,0.0,1.0,24.0,7.5,0.0,0.0,0.0,0.0,0.5,0.0,110.50839884999999,11.0609404,17.3273945,102.0,10.5,118.0,24.0,5434.0,2,16,1,115,1094
3727,5641,3.5,42.893628899999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89439,0.0,0.0,1.0,0.0,40.69420795,28.5,1.5,0.5,1.0,27.5,1.0,0.0,0.0,0.0,0.0,0.0,0.12690899549999998,213.08362825,0.5585343,0.7374096,139.5,1.0,73.0,1.0,647727.0,2,4,4,123,983
3728,5642,3.5,77.8981791,0.0,0.0,0.0,0.0,0.45969,3.9593937999999995,2.62586745,0.0,0.0,0.0,4.004837,0.0,0.0,0.0,0.318801,0.0,0.0,0.0,1.0,0.0,68.97395999999999,24.0,0.0,0.0,8.5,23.0,2.0,0.0,0.0,19.13375,0.0,15.5,0.0,374.64081185,5.40543815,14.2567545,90.0,3.5,142.0,6.5,4850.0,1,12,6,63,1353
3729,5644,3.5,35.287085000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.44293,28.5,0.0,0.0,0.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.9483113,0.0,0.0,112.0,0.0,117.0,0.0,15727.0,1,20,4,69,1212
3730,5645,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062096999999999,0.0,1.8969880000000001,2.5,0.0,28.0,2.0,294962.0,3,3,4,48,1292
3731,5646,3.5,59.298582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.35824,0.0,0.0,0.0,0.0,1.0,0.0,63.174845000000005,25.0,1.0,1.0,0.0,25.0,0.5,0.0,0.0,0.0,0.0,0.0,1.9090282365000002,294.2609766,0.0096948,6.8575195,94.0,1.0,86.0,3.0,217773.0,2,14,4,114,286
3732,5647,3.5,98.6927855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530075,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,15.0,31.0,9.5,0.0,0.0,0.0,0.0,27.0,0.0,1076.784093,30.792926,68.55354295000001,389.0,14.0,1145.0,35.0,7818.0,3,13,1,136,246
3733,5648,3.5,35.7429918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26238975,0.0,0.0,1.0,0.0,43.302565,14.5,0.0,0.0,0.0,14.0,0.0,0.0,10.647,0.0,0.0,0.0,0.0,37.38051325,0.0,0.0,26.5,0.0,37.0,0.0,225216.0,1,3,6,114,664
3734,5652,3.5,166.2798729,0.0,0.0,0.0,0.0,1.154424,1.9189260000000001,0.0,0.0,0.0,0.0,0.603852,0.0,0.0,0.0,37.9478983,1.3421264,0.0,0.0,1.0,0.0,276.03553999999997,27.0,14.0,15.0,4.0,25.0,19.0,0.0,0.8455885000000001,39.0616,0.0,10.0,42.713821349999996,550.480328,102.84738425,81.68698475,151.5,46.5,333.5,36.5,2887974.0,3,7,4,133,928
3735,5653,3.5,60.40824965,0.0,0.0,0.0,0.0,0.0,0.49485,14.2675773,0.0,0.0,0.0,0.5151399999999999,0.0,0.0,0.0,0.0,1.51677,0.0,0.0,1.0,0.0,84.922225,23.5,1.5,0.5,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.5,28.2798211675,114.3562791,0.0,4.200326899999999,118.0,0.0,130.0,3.0,30271.0,1,17,0,11,105
3736,5654,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,729429.0,3,17,1,63,1356
3737,5655,3.5,49.423816349999996,0.0,0.0,0.0,0.0,0.0,0.0,7.5945386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.934667,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.8292164,0.0,0.0,166.5,0.0,101.0,0.0,2045.0,2,20,6,63,994
3738,5656,3.5,19.748663999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.280079999999998,26.0,0.0,0.0,0.0,26.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,181.4604901,13.490469650000001,11.9804792,78.0,7.0,43.0,11.0,156523.0,2,11,1,23,172
3739,5657,3.5,38.1398049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.686425,18.0,26.0,23.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,733.85058125,167.49269814999997,0.0,2.1236034,35.0,0.0,24.0,4.0,204100.0,3,22,0,11,105
